WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017-01-23 09:28:00;R2S-UMB ID1 precipitation diff. [mm] Act;R2S-UMB ID1 precipitation absol. [mm] Act;R2S-UMB ID1 precipitation type [] Act;R2S-UMB ID1 sum of drizzle-drops [events] Act;R2S-UMB ID1 sum of rain-drops [events] Act;R2S-UMB ID1 sum of hail [events] Act;R2S-UMB ID1 drizzle flag [] Act;R2S-UMB ID1 rain flag [] Act;R2S-UMB ID1 snow flag [] Act;R2S-UMB ID1 ambient temperature [°C] Act;R2S-UMB ID1 precipitat.intensity [in/h] Act;R2S-UMB ID1 sum of hail [] Act;R2S-UMB ID1 sum of rain-drops [] Act
2017-01-23 11:55:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.2600;0.0000;    0;   18
2017-01-23 11:56:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.4500;0.0000;    0;   17
2017-01-23 11:57:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.7300;0.0000;    0;   16
2017-01-23 11:58:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.8300;0.0000;    0;   16
2017-01-23 11:59:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.9200;0.0000;    0;   15
2017-01-23 12:00:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.8300;0.0000;    0;   14
2017-01-23 12:01:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.0100;0.0000;    0;   14
2017-01-23 12:02:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.0100;0.0000;    0;   13
2017-01-23 12:03:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.6400;0.0000;    0;   12
2017-01-23 12:04:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.0100;0.0000;    0;   12
2017-01-23 12:05:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.1100;0.0000;    0;   11
2017-01-23 12:06:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.9200;0.0000;    0;   10
2017-01-23 12:07:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.3000;0.0000;    0;    9
2017-01-23 12:08:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.5900;0.0000;    0;    8
2017-01-23 12:09:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.5900;0.0000;    0;    7
2017-01-23 12:10:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.4000;0.0000;    0;    7
2017-01-23 12:11:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.9200;0.0000;    0;    9
2017-01-23 12:12:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.4500;0.0000;    0;   11
2017-01-23 12:13:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.5400;0.0000;    0;   11
2017-01-23 12:14:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.3600;0.0000;    0;   11
2017-01-23 12:15:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.8300;0.0000;    0;   11
2017-01-23 12:16:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.5000;0.0000;    0;   10
2017-01-23 12:17:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;26.2100;0.0000;    0;    9
2017-01-23 12:18:00;0.0000;170.5300;    0;    0;    0;    0;    0;    0;    0;25.4500;0.0000;    0;   15
2017-01-23 12:19:00;0.0100;170.5400;   60;    0;    6;    0;    0;    0;    0;25.3600;0.0236;    0;    1
2017-01-23 12:20:00;0.0000;170.5400;   60;    6;   16;    0;    0;    1;    0;25.6400;0.0000;    0;   21
2017-01-23 12:21:00;0.0100;170.5500;   60;    0;    7;    0;    0;    1;    0;26.0100;0.0236;    0;    8
2017-01-23 12:22:00;0.0100;170.5600;   60;    0;   10;    0;    0;    1;    0;26.0100;0.0000;    0;    0
2017-01-23 12:23:00;0.0000;170.5600;   60;    0;    9;    0;    0;    1;    0;25.3600;0.0236;    0;   11
2017-01-23 12:24:00;0.0100;170.5700;   60;    0;    0;    0;    0;    0;    0;25.3600;0.0236;    0;    0
2017-01-23 12:25:00;0.0000;170.5700;   60;    0;    0;    0;    0;    0;    0;25.9200;0.0000;    0;    0
2017-01-23 12:26:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.2100;0.0000;    0;    0
2017-01-23 12:27:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.0100;0.0000;    0;    0
2017-01-23 12:28:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.4000;0.0000;    0;    0
2017-01-23 12:29:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.5000;0.0000;    0;    0
2017-01-23 12:30:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.3000;0.0000;    0;    0
2017-01-23 12:31:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.3000;0.0000;    0;    0
2017-01-23 12:32:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.4000;0.0000;    0;    0
2017-01-23 12:33:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.8800;0.0000;    0;    0
2017-01-23 12:34:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.4000;0.0000;    0;    0
2017-01-23 12:35:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.7900;0.0000;    0;    0
2017-01-23 12:36:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.9800;0.0000;    0;    0
2017-01-23 12:37:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.5000;0.0000;    0;    0
2017-01-23 12:38:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.8800;0.0000;    0;    0
2017-01-23 12:39:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;26.6900;0.0000;    0;    1
2017-01-23 12:40:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;28.5700;0.0000;    0;    0
2017-01-23 12:41:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;28.2700;0.0000;    0;    1
2017-01-23 12:42:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;27.3700;0.0000;    0;    0
2017-01-23 12:43:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;27.6700;0.0000;    0;    0
2017-01-23 12:44:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;27.2700;0.0000;    0;    0
2017-01-23 12:45:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;27.0800;0.0000;    0;    0
2017-01-23 12:46:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;27.0800;0.0000;    0;    0
2017-01-23 12:47:00;0.0000;170.5700;    0;    0;    0;    0;    0;    0;    0;27.7700;0.0000;    0;    0
